attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,class
H,H,H,H,H,M,M,VL,L,L,M,M,H,M,VH,VH,VH,VH,VH,H,VL,class_0
M,H,VL,L,VL,VL,L,L,VL,L,L,M,VH,H,VH,M,VH,VH,L,M,H,class_2
VL,L,M,M,VL,VL,M,M,L,VL,VL,M,VH,L,VH,VH,VH,VH,H,M,H,class_0
VL,M,M,M,M,VL,VL,VL,VL,L,VL,VH,H,VH,VH,VH,H,VH,L,H,M,class_2
L,VL,H,H,M,L,L,L,L,VL,VL,L,H,M,H,H,VH,H,VL,VH,L,class_0
VH,VH,H,L,H,L,M,L,L,M,M,H,H,VH,H,VH,M,VH,L,L,L,class_2
M,L,L,H,VL,VL,L,L,VL,L,L,M,H,VH,VH,VH,M,L,VH,VH,L,class_2
H,VL,M,VL,L,L,VL,L,L,L,H,H,M,M,H,H,M,H,VH,VH,L,class_2
L,VL,L,L,VL,L,VL,H,M,M,H,VH,VH,L,H,VH,H,H,H,VH,VL,class_2
M,H,VH,M,VH,VH,VH,VH,VH,H,VL,VL,VL,VL,VL,L,L,H,H,VL,M,class_1
M,H,VH,VH,VH,VH,VH,H,L,L,M,VL,L,L,L,L,L,VL,M,VH,M,class_1
VH,VL,H,H,L,M,M,VH,VH,H,VH,VH,L,L,L,L,VL,VL,M,L,VL,class_1
VH,VL,L,VH,VL,L,L,M,VH,H,VH,VH,VH,VH,M,M,M,VL,VL,VH,H,class_2
H,VL,M,H,M,H,H,M,M,VL,L,L,M,M,M,H,L,M,VL,L,H,class_0
H,M,H,VH,H,L,M,H,VH,H,H,VH,L,M,VL,M,VL,M,VL,M,M,class_1
VL,VH,H,H,M,H,VH,VH,M,H,L,L,L,VL,L,L,L,VL,VL,VL,VH,class_1
L,L,VH,VH,VH,VH,H,H,H,M,L,M,VL,VL,VL,VL,L,M,VL,H,M,class_0
L,M,VH,H,VH,H,VH,VH,VH,L,L,VL,L,VL,L,VL,VL,H,VL,M,VH,class_0
VL,L,H,VH,VH,M,H,M,H,VL,VL,VL,VL,L,M,H,H,L,L,VL,H,class_0
VH,H,L,H,VL,M,VL,H,L,H,H,VH,H,VH,H,H,VH,M,L,VL,VL,class_2
VH,M,H,VL,VL,L,VL,VL,M,M,M,L,VH,M,VH,VH,H,H,M,L,VH,class_2
L,M,M,L,M,L,L,VH,H,VH,M,VH,VH,M,M,M,L,L,L,H,L,class_1
L,L,H,VL,M,VL,M,VL,L,VL,L,H,L,VH,H,H,VH,VH,VL,L,M,class_2
M,L,VL,M,L,L,L,VL,VL,L,VL,M,VH,VH,H,VH,H,H,VH,VH,VL,class_2
VL,VH,VL,H,H,H,H,H,H,VH,H,VH,L,L,VL,L,VL,L,L,L,VL,class_1
H,VL,VH,VH,M,M,H,VL,L,L,VL,L,VH,H,M,H,H,VH,VH,M,L,class_0
H,L,L,VL,VL,L,M,H,H,VH,H,H,H,H,L,L,VL,VL,VH,VH,H,class_2
VH,VL,H,M,M,H,M,H,M,L,VL,VL,L,M,H,M,H,L,H,L,H,class_0
VH,M,H,VH,H,L,VH,H,L,L,VL,L,VL,VL,L,M,VH,L,VL,VH,L,class_0
L,M,VL,VL,VL,L,VL,VL,L,VL,L,M,VH,VH,VH,VH,VH,H,VL,VH,L,class_2
L,M,L,M,M,L,L,VL,VL,VL,VL,M,VH,L,VH,VH,VH,H,M,L,H,class_0
VH,M,M,M,VL,VL,VL,L,VL,VL,VL,M,H,VH,VH,VH,VH,VH,VH,VH,L,class_0
VL,M,H,L,VL,VL,VL,M,M,L,H,M,VH,M,M,H,H,L,H,L,VL,class_2
H,L,VL,VL,L,L,L,L,L,H,VH,VH,VH,H,M,H,H,L,VH,VL,VL,class_2
L,M,H,VL,H,L,VL,VL,VL,VL,L,H,H,VH,VH,H,VH,VH,VH,H,H,class_2
VH,VL,H,VH,VH,H,VH,H,H,VH,M,M,VL,VL,VL,VL,VL,VL,H,H,L,class_1
VL,VL,L,VL,L,VL,L,L,L,M,H,H,VH,H,M,VL,H,VH,VH,M,L,class_2
VL,H,H,H,VL,L,L,L,M,H,H,H,VH,H,H,H,M,L,H,H,VH,class_2
L,L,L,VL,M,M,H,L,H,VH,VH,H,H,H,M,VL,VL,M,H,VL,L,class_1
L,M,VH,VH,VH,H,H,VH,M,M,VL,VL,VL,L,VL,M,L,VH,M,M,M,class_0
VH,VH,L,VH,VH,VH,VH,VH,VH,H,VL,VL,VL,VL,L,VL,H,VL,VL,L,M,class_1
L,L,L,VL,L,L,VL,VL,L,L,M,L,VH,M,VH,M,H,VH,M,M,M,class_2
M,H,M,H,VL,L,M,L,M,VH,H,H,L,M,L,VL,VL,L,L,VH,H,class_1
VL,VH,M,VL,M,VL,L,H,H,VH,VH,VH,VH,VH,H,H,VL,VL,VL,M,VL,class_2
H,H,VH,H,VH,VH,VH,VH,H,VL,VL,VL,VL,L,VL,VL,L,VL,M,M,M,class_0
M,L,VL,M,H,H,M,H,VH,VH,H,VH,M,M,L,L,VL,VL,L,VL,M,class_1
VH,VH,H,VL,L,L,VL,VL,VL,VL,L,M,VH,VH,H,VH,VH,VH,VH,L,M,class_2
M,M,L,M,VH,L,L,M,L,VL,VL,L,M,H,VH,H,VH,VH,VH,H,M,class_0
M,VL,M,H,VH,H,VH,H,M,H,L,VL,VL,L,M,VL,M,M,H,M,VH,class_0
H,H,L,L,VL,VL,L,VL,L,VL,M,H,VH,VH,VH,VH,VH,VH,H,VH,M,class_0
VL,VH,H,VH,M,H,L,L,L,VL,VL,L,L,H,H,H,VH,VH,H,L,VH,class_0
H,H,M,M,H,VH,VH,M,L,H,H,VL,VL,VL,L,L,H,VL,VL,L,M,class_0
M,VH,VH,VL,H,VH,M,L,L,L,VL,VL,L,L,VH,H,H,M,VH,VL,L,class_0
M,H,VL,VL,M,M,L,M,H,H,VH,VH,VH,VH,M,VL,VL,L,L,VL,VH,class_1
VL,L,L,L,VL,M,VL,M,H,L,VH,H,VH,H,VH,H,VH,M,L,L,VL,class_2
M,VH,M,H,L,M,H,VL,L,VL,M,H,VH,H,H,H,H,M,M,VH,VH,class_0
VL,VL,H,H,H,M,H,VH,M,VH,H,VL,H,L,L,VL,L,VL,VL,L,L,class_1
VL,L,M,L,VL,H,VL,L,L,VL,L,H,VH,VH,VH,VH,VH,VH,VH,VL,H,class_0
L,L,H,VH,VL,VL,VL,L,L,L,VL,VH,VH,H,VH,H,H,H,VH,L,VH,class_2
H,H,VL,M,M,L,H,H,VH,VH,H,M,M,H,L,L,L,L,L,M,VH,class_1
VL,VH,VL,VL,L,L,M,M,L,VH,VH,VH,VL,L,L,H,M,L,VL,L,M,class_1
L,M,H,L,M,L,M,VL,VL,M,VL,M,L,L,VH,H,VH,L,VH,VH,VL,class_0
L,VL,M,VL,M,VL,H,H,L,H,VH,VH,M,L,L,L,M,H,L,VH,M,class_1
VL,H,H,VH,H,VH,H,L,H,VL,L,L,M,L,VL,M,VL,H,L,VL,M,class_0
M,L,M,H,VH,VH,VH,VH,VH,H,L,VL,VL,VL,L,VL,VL,VL,L,VL,H,class_1
L,H,VL,L,VL,M,VL,VL,VL,VL,L,M,VH,VH,VH,M,VH,VH,L,VH,VL,class_2
M,VL,M,VH,VH,VH,VH,VH,M,L,M,M,L,H,VL,VL,VL,L,VL,H,VL,class_1
M,VL,VL,M,VL,L,L,H,H,VH,VH,VH,M,H,VH,L,L,VL,M,VH,H,class_1
L,VL,L,VL,L,L,L,VL,L,VL,H,M,VH,M,H,H,M,L,VH,H,H,class_2
H,L,VL,VL,VL,M,VL,L,M,H,H,VH,VH,H,VH,M,M,M,H,H,L,class_2
H,VH,M,M,H,M,L,H,VL,VL,M,L,L,M,VH,M,H,M,VH,M,H,class_0
L,VH,VH,L,H,VL,M,L,M,VL,VL,M,VL,L,H,VH,H,VH,H,L,H,class_0
VL,L,L,VL,H,L,L,VL,H,H,VH,VH,H,VL,M,M,L,L,H,H,VL,class_1
L,L,VL,VL,VL,L,VL,L,L,H,L,H,L,H,VH,H,H,H,L,VH,M,class_2
VL,L,H,M,VL,VL,M,L,L,H,M,H,L,H,VH,H,H,M,M,M,L,class_2
M,VH,VH,H,VH,VH,VH,VH,H,H,VL,VL,VL,M,L,VL,L,VL,M,M,VH,class_1
H,VL,M,VH,H,M,H,VH,H,H,L,H,L,L,M,L,L,VL,L,M,L,class_1
M,L,H,VL,VL,L,L,M,L,VH,H,M,M,H,M,VL,M,VH,H,VL,L,class_2
L,VH,H,VL,M,M,L,VL,VL,VL,L,H,H,H,VH,H,H,VH,VH,H,H,class_0
H,M,L,VL,L,L,M,L,M,H,H,VH,VH,M,M,H,H,L,M,L,VH,class_2
VL,M,VL,VL,VL,L,M,M,H,VH,VH,VH,M,L,L,M,H,H,VL,M,VH,class_1
VL,H,VH,VL,H,L,H,VH,M,H,M,L,VL,L,M,VL,M,VL,VL,VH,VL,class_1
L,VL,VL,M,M,L,VL,L,H,L,M,H,H,M,VH,H,VH,M,M,H,VL,class_2
M,VH,VH,VH,VH,M,VH,VH,VH,M,VL,L,L,VL,VL,M,L,M,M,VL,VL,class_1
L,L,M,M,M,L,M,VL,L,VL,L,VL,M,M,VH,VH,VH,H,L,VH,VL,class_0
VH,VH,VH,VH,VH,VH,VH,M,VH,VL,VL,L,VL,VL,VL,VL,M,M,L,VL,VL,class_1
M,H,H,VL,M,H,M,VH,M,H,VH,VL,L,VL,L,L,H,M,VH,L,L,class_1
H,VH,L,L,VL,M,VL,VL,M,H,VH,VH,VH,H,VH,VH,M,VH,H,VL,VH,class_2
L,H,VL,L,L,L,VL,VL,L,H,L,VH,H,H,VH,VH,VH,VH,VH,L,H,class_2
M,L,VL,VL,VL,VL,M,L,H,L,M,VH,VH,H,M,L,VL,H,H,M,M,class_2
VH,VH,VL,M,M,L,M,L,VH,VH,H,VH,M,VH,L,M,VL,H,VL,VL,H,class_1
H,VH,L,H,VH,H,VH,VH,H,H,M,VL,L,L,VL,VL,M,L,H,H,L,class_1
L,H,H,VH,VH,VH,VH,H,VL,L,L,L,VL,L,VL,L,M,M,M,M,VH,class_0
VH,L,H,VH,M,H,M,H,L,VL,VL,M,M,L,M,H,L,L,L,VH,H,class_0
H,H,H,L,L,VH,VH,M,M,H,H,H,M,VL,L,M,VL,VL,M,L,L,class_1
L,L,H,H,VH,H,H,H,H,L,VL,H,VL,M,L,M,M,H,M,L,H,class_0
VL,L,VL,L,L,L,VL,L,L,H,VH,VH,VH,M,L,L,L,H,L,VL,VH,class_2
H,M,L,L,L,L,VL,L,VL,VL,VL,M,H,H,VH,VH,VH,VH,VH,M,M,class_0
H,L,L,H,H,H,H,H,VH,VH,VH,H,H,L,VL,M,VL,VL,L,M,VL,class_1
VL,H,H,H,VH,VH,VH,VH,VH,L,L,VL,L,VL,L,L,L,VL,VL,L,M,class_1
VL,H,VH,VH,VH,H,H,H,L,M,H,L,VL,VL,VL,VL,VL,VL,H,L,VH,class_0
M,VL,VL,VL,VL,M,VL,VL,H,H,VH,H,VH,M,H,H,M,VH,M,VH,M,class_2
M,VL,VL,M,H,VL,M,VL,VL,VL,M,L,H,VH,VH,VH,VH,VH,M,L,VH,class_0
L,L,L,H,L,M,H,M,M,L,VL,VL,L,L,H,H,H,VH,M,VH,H,class_0
M,H,VH,H,H,VH,L,M,M,M,M,VL,VL,M,VL,M,H,M,VL,L,VH,class_0
VL,VL,L,H,VL,VL,M,VH,VH,VH,H,H,L,L,VL,L,VL,M,VL,H,VH,class_1
VL,VH,M,L,M,VL,VL,VL,VL,VL,VL,M,VH,VH,VH,VH,VH,VH,H,VH,VL,class_0
M,M,L,M,L,VL,VL,VL,L,L,M,H,H,H,M,H,H,M,H,VH,VH,class_2
L,H,VL,L,VL,VL,M,L,VL,L,L,H,H,H,H,VH,M,M,H,L,H,class_2
VL,M,VH,M,VH,H,L,L,L,H,VL,VL,M,VL,M,H,M,H,H,H,VH,class_0
M,VH,M,H,VH,VH,H,M,VL,L,VL,VL,VL,VL,VL,L,M,VL,M,VH,M,class_0
L,VH,VH,M,VH,VH,VH,VH,L,L,M,VL,VL,L,M,M,VL,VL,VL,VL,M,class_0
H,M,H,VH,VH,VH,VH,VH,L,M,VL,VL,VL,L,VL,VL,L,L,H,H,L,class_0
VL,M,H,VH,VH,VH,H,M,M,M,VL,VL,VL,L,VL,L,VL,L,L,VL,VL,class_0
VL,H,VH,H,VH,H,VH,M,VH,VH,M,VL,L,L,L,VL,M,L,L,VH,H,class_1
L,L,M,VH,H,VH,VH,H,L,H,M,VL,VL,VL,L,VL,L,VL,L,M,H,class_1
H,VH,H,H,H,H,VH,M,M,H,M,L,VL,M,VL,H,H,VH,M,M,VH,class_0
H,VL,M,L,M,M,H,M,M,M,VH,M,H,M,L,M,L,L,L,M,VL,class_1
M,M,L,M,M,H,M,H,H,VL,VL,M,VL,VL,M,L,M,VL,M,H,L,class_0
H,VL,L,VL,VL,VL,VL,M,M,VL,VH,H,M,VH,H,M,L,H,VL,H,H,class_2
M,VH,M,VH,H,H,M,H,M,H,VL,VL,VL,VL,H,L,M,L,H,M,H,class_0
H,M,VL,L,M,M,M,M,H,VH,VH,H,H,M,L,L,M,M,L,VL,H,class_2
H,L,VH,H,H,VH,H,H,L,VL,VL,VL,VL,M,L,VL,M,M,H,H,VL,class_0
L,M,VH,H,VH,H,VH,VH,M,M,M,VL,VL,VL,VL,VL,VL,VL,VL,L,M,class_1
VL,VL,VL,L,M,L,VL,VL,VL,VL,L,L,VH,VH,VH,VH,VH,VH,VH,H,M,class_0
VH,M,VL,VL,VL,VL,VL,H,H,H,M,H,H,H,H,H,H,H,VL,H,L,class_2
L,VH,H,VH,VH,VH,VH,VH,H,M,VL,VL,VL,VL,VL,VL,VL,VL,VL,M,L,class_0
M,VL,H,L,M,VL,VL,VL,L,H,VL,VH,H,H,VH,H,H,H,H,VH,H,class_2
VH,M,VL,VL,L,M,L,VL,VL,VL,VL,VL,M,VH,H,VH,VH,H,VH,VL,VH,class_0
VL,H,L,L,VL,VL,VL,VL,VL,M,M,H,H,VH,H,H,VH,VH,VH,L,VH,class_2
M,L,H,L,M,VL,VL,H,M,VH,VH,VH,VH,VL,M,VL,VL,L,VL,M,M,class_1
M,VH,H,VH,VH,VH,VH,H,L,H,L,L,VL,VL,VL,VL,L,L,H,VH,VL,class_0
VL,M,VL,H,M,VH,M,VH,H,VH,M,M,M,L,L,VL,VL,VL,VL,VL,VL,class_1
M,VH,L,M,H,H,L,VL,L,L,M,M,H,H,H,H,H,VH,VH,H,H,class_0
VH,L,VL,L,L,M,L,M,L,VL,VH,VH,VH,M,H,H,M,L,L,M,H,class_2
VL,M,VL,VL,VL,VL,L,M,VL,L,H,M,VH,H,VH,VH,H,H,VH,H,VH,class_2
VH,L,M,H,H,M,H,H,H,H,M,H,L,M,M,M,VL,VL,M,M,L,class_1
VL,L,H,H,VH,H,VH,VH,M,L,M,VL,VL,VL,M,VL,M,M,H,M,VL,class_0
H,L,VH,H,H,M,H,M,L,L,VL,H,VL,VL,VL,L,L,M,L,VH,VL,class_0
VL,H,M,VL,VL,M,M,M,H,L,H,VH,VH,M,H,VL,L,L,L,VH,M,class_2
L,L,VH,M,H,VH,VH,VH,H,L,VL,L,VL,VL,VL,M,H,H,VL,H,H,class_0
VH,VH,L,VL,L,VL,L,M,H,H,VH,H,VH,L,L,L,VH,VL,M,VL,VH,class_2
H,VH,L,H,H,H,M,L,M,VL,M,L,M,M,L,VH,H,H,VH,M,M,class_0
M,M,L,VL,L,L,VL,L,L,VL,H,M,H,VH,H,H,H,VH,L,H,VL,class_2
VL,L,H,VL,VL,M,M,M,VH,VH,VH,H,M,VH,L,VL,VL,M,L,VL,VH,class_1
VL,VH,VH,VH,VH,VH,VH,VH,VH,M,L,VL,VL,VL,L,VL,VL,VL,L,VL,H,class_0
M,VH,L,L,L,VL,VL,VL,VL,VL,VL,H,M,VH,VH,VH,H,VH,M,M,H,class_0
M,VH,H,VH,M,H,H,H,H,VH,H,VL,L,VL,VL,L,L,VL,VL,H,H,class_1
VH,VH,H,L,M,VH,L,VH,VH,VH,M,VH,L,L,L,VL,VL,M,VL,L,M,class_1
VL,M,VL,VL,M,M,VL,H,H,H,VH,H,VH,M,L,L,M,VL,M,H,VL,class_1
M,VL,M,L,L,H,H,H,H,VH,H,VH,H,L,VL,L,VL,VH,M,H,H,class_1
L,VL,VL,H,M,L,VL,VL,VL,L,VL,M,H,VH,H,VH,VH,VH,VH,VL,L,class_2
L,M,H,L,L,L,L,L,VL,L,L,H,H,VH,VH,H,H,H,H,VH,L,class_2
H,L,M,L,VL,VL,VL,VL,VL,M,L,H,H,VH,H,VH,M,H,H,H,L,class_2
VH,VH,M,VL,M,L,H,VH,M,VH,VH,VL,L,L,VL,L,VL,L,L,H,L,class_1
L,M,L,H,L,H,M,M,VL,M,VL,M,VH,VH,VH,VH,M,H,VH,M,VL,class_0
VL,M,L,VL,VH,VL,VL,VL,L,VL,L,M,H,VH,H,VH,VH,H,M,H,VL,class_2
H,L,L,VL,VL,L,L,H,L,M,L,L,H,M,H,VH,H,VH,H,VH,VL,class_2
M,M,VH,VH,L,M,M,L,L,VL,H,L,L,M,H,M,H,H,H,VL,H,class_0
M,VH,VH,M,M,H,H,M,VH,H,H,M,H,VL,L,L,L,L,VL,H,VL,class_1
H,VL,L,VL,VL,H,H,L,M,VH,M,VH,VH,H,M,L,M,L,H,VL,H,class_2
H,L,M,L,M,L,L,VL,VL,VL,L,M,H,VH,VH,H,VH,VH,VH,M,H,class_0
VL,M,H,VL,L,VL,L,VH,VH,VH,H,VH,M,M,M,M,M,VL,L,VH,L,class_2
VH,L,VH,VL,M,VL,VL,L,VL,VL,L,M,VH,VH,VH,H,VH,VH,VH,VH,VL,class_2
H,VH,L,M,H,H,M,L,L,M,L,L,VL,L,M,VH,H,H,M,L,H,class_0
VL,L,H,VH,VH,H,H,VH,M,L,M,L,L,VL,L,L,VL,L,L,L,VH,class_0
VH,VH,H,M,M,H,H,VH,H,VH,H,M,L,L,VL,M,VL,H,VL,L,VL,class_1
M,VL,L,L,L,L,L,VL,L,VL,M,H,M,M,VH,H,H,H,VH,VH,L,class_0
VL,H,VH,H,H,VH,H,H,H,H,L,M,VL,VL,VL,VL,L,M,VL,VL,VH,class_0
L,M,VL,M,VL,VL,L,VL,VL,VL,VL,VH,H,H,H,VH,VH,VH,L,VH,VH,class_0
M,VH,L,VL,VL,M,M,H,H,VH,VH,VH,L,M,L,L,VL,H,M,L,VL,class_2
VH,M,H,M,VH,H,VH,VH,H,M,M,VL,VL,L,VL,VL,L,H,L,M,M,class_1
M,L,M,L,L,M,VL,VL,VL,VL,L,VL,M,L,H,VH,VH,M,H,VH,L,class_0
L,H,H,H,H,M,VH,L,VH,L,H,H,M,M,VL,M,VL,M,VH,VL,M,class_1
VL,M,H,VL,VL,L,L,VL,VL,VL,L,L,H,H,VH,VH,VH,VH,H,VH,M,class_2
H,M,L,L,H,M,M,L,L,VL,VL,L,M,H,H,VH,VH,H,VH,M,VL,class_0
L,M,VL,VH,L,L,L,M,H,H,H,H,L,M,L,L,L,L,L,L,VH,class_1
VL,VH,L,VH,VH,VH,VH,VH,VH,VL,VL,VL,VL,VL,VL,L,M,M,L,VH,VL,class_0
VL,H,L,M,M,M,M,M,H,H,M,L,M,L,H,M,H,M,L,H,VL,class_0
L,VL,H,VH,H,VH,VH,H,VH,H,L,VL,VL,VL,VL,L,L,L,M,M,VH,class_1
M,H,L,L,VL,VL,VL,L,L,H,H,H,M,VH,VH,H,H,VH,L,VH,H,class_2
L,VL,L,VH,M,H,H,H,VH,M,M,H,L,VL,L,M,VL,VL,M,L,VH,class_1
VH,VL,H,H,VL,M,M,VL,VL,M,M,VH,VH,VH,H,H,H,M,VH,M,H,class_2
L,VH,VH,VH,VH,VH,VH,VH,VH,M,M,H,VL,VL,VL,VL,VL,L,M,H,VL,class_1
H,M,H,M,VL,M,VL,VL,VL,L,VL,VL,H,VH,VH,VH,VH,H,VH,H,VL,class_2
M,L,VL,L,H,L,VL,L,M,VH,VH,VH,H,M,M,M,H,L,M,VL,VH,class_2
VL,VL,H,H,H,M,M,L,VL,VL,VL,M,VL,H,M,H,VH,H,M,H,L,class_0
H,VH,VH,H,VH,VH,H,VH,M,H,VL,VL,L,VL,VL,VL,M,VL,VH,L,VH,class_0
VL,H,M,VL,H,H,M,VH,M,L,VL,VL,VL,M,VL,M,L,H,M,L,H,class_0
H,M,L,L,M,VH,H,H,VH,VH,VH,VH,L,L,L,L,VL,VL,VL,L,VH,class_1
H,VH,M,H,H,VH,H,H,M,M,L,VL,L,L,L,L,M,L,L,VL,H,class_0
L,VL,VL,L,L,L,L,VL,L,VH,H,VH,VH,VH,H,VH,VH,VH,M,H,VL,class_2
H,VL,VL,L,M,VL,L,VL,VL,VL,M,L,L,H,VH,VH,VH,VH,VH,H,H,class_0
M,VH,L,L,M,M,M,H,M,VL,M,M,M,H,VL,M,VH,M,L,VH,VH,class_0
M,L,VH,VH,VH,H,H,VH,VH,L,VL,H,L,L,VL,VL,H,VH,L,L,VH,class_0
L,H,VH,H,M,H,M,L,L,VL,VL,L,L,M,H,VH,H,H,VH,VL,VL,class_0
VH,M,VH,VH,H,M,VH,H,M,L,VL,L,VL,M,M,L,M,M,L,VL,VL,class_0
M,M,VH,H,L,VL,L,VH,M,H,VH,VH,VH,H,H,L,H,L,H,H,H,class_2
VH,L,H,VL,L,L,L,H,H,VH,VH,VH,VH,VH,M,M,H,VL,VL,VL,M,class_2
VL,H,H,M,H,VL,M,L,VL,VL,L,VL,H,M,H,H,H,M,M,VH,H,class_0
H,L,VH,VL,H,H,H,H,VH,H,VH,M,L,L,VL,M,L,M,M,L,L,class_1
L,VH,VH,M,H,H,H,VH,VH,VH,L,H,L,VL,VL,VL,VL,VL,L,M,VL,class_1
VH,L,L,VL,L,L,VL,L,L,H,M,VH,H,H,H,VH,H,VH,M,VH,H,class_2
H,M,H,L,H,VL,VL,VL,VL,L,VL,VL,H,H,VH,H,H,VH,VH,L,VL,class_0
L,L,VL,L,M,VL,VL,L,M,M,H,H,H,VH,H,H,M,M,H,H,H,class_2
VH,M,M,VH,VH,VH,M,M,L,VL,M,M,L,VL,L,L,M,VH,M,L,L,class_0
VH,H,H,M,VL,H,M,M,VH,M,VH,H,H,VL,M,L,M,VL,VH,H,H,class_1
VL,H,H,L,H,H,M,VH,VH,H,M,VH,L,L,VL,H,L,H,M,H,VH,class_1
L,H,H,H,M,VH,VH,H,M,L,VL,M,VL,VL,L,M,M,VL,VH,H,VL,class_0
VH,H,L,VL,L,M,L,M,L,H,M,VH,H,L,H,M,M,M,L,M,H,class_2
L,VL,M,VL,VL,M,L,VL,VH,M,M,H,VH,H,M,H,VL,H,M,H,H,class_2
VH,M,VH,M,H,H,H,VH,VH,VH,H,M,L,L,L,VL,L,L,L,VL,H,class_1
H,L,M,H,M,L,L,VL,VL,L,M,VL,L,L,VH,VH,H,L,M,VH,H,class_0
VH,M,H,M,VH,H,M,L,H,L,M,H,L,L,M,VH,M,H,VH,L,M,class_0
VL,VH,VH,VH,H,L,M,L,H,L,L,L,M,H,M,M,VH,M,VH,M,VL,class_0
L,VL,L,M,VL,H,L,H,M,VH,H,VH,VH,M,H,H,H,H,L,VL,L,class_2
M,VL,VL,M,VL,VL,L,M,L,VH,H,H,VH,M,M,H,L,M,VH,L,VH,class_2
L,H,M,M,VH,M,H,M,L,L,VL,VL,L,H,H,H,M,M,VH,VH,H,class_0
VH,VH,VH,VH,VH,VH,VH,H,VH,L,L,VL,L,VL,L,VL,L,M,VL,H,H,class_0
L,VL,VL,H,VL,L,VL,VL,VL,M,H,VH,H,H,H,VH,VH,VH,L,VH,L,class_2
H,M,VH,H,M,H,H,VH,VH,L,M,M,L,VL,VL,VL,M,L,H,VL,VH,class_1
VL,H,M,M,VL,L,M,VH,VH,VH,VH,VH,H,M,M,M,L,L,L,VL,VL,class_1
VH,VH,L,M,H,H,H,H,VH,H,VH,M,L,M,L,L,L,L,VL,H,VL,class_1
M,L,M,VL,H,H,H,VH,H,VH,H,M,L,VL,L,L,VL,L,VL,VL,VH,class_1
H,L,VH,L,H,H,H,VH,M,M,H,L,L,L,L,VL,VL,VL,L,VH,L,class_1
L,VL,L,H,M,L,VL,L,VL,VL,VL,L,VH,VH,VH,H,VH,VH,VH,L,M,class_2
L,H,VL,L,M,M,M,L,L,L,VL,L,H,H,H,VH,H,H,M,M,VH,class_0
VL,H,H,L,VL,M,L,L,VL,H,M,H,H,VH,VH,VH,VH,H,VH,VH,H,class_2
L,M,H,VH,VH,H,VH,H,H,L,VL,H,L,L,L,L,H,M,L,H,VH,class_0
H,VL,VL,H,M,VL,M,H,VH,H,VH,VH,H,L,M,M,VL,VL,VL,M,VL,class_1
M,VL,VL,L,M,VL,L,L,L,H,H,H,VH,VH,H,VH,H,M,L,M,L,class_2
H,L,L,VL,L,VL,L,L,M,VL,M,H,H,H,VH,VH,VH,VH,VH,VH,VL,class_2
VH,H,VL,H,M,VL,VL,VL,VL,H,L,H,H,H,VH,H,H,VH,VL,H,VH,class_2
VH,VL,M,VH,L,H,H,VH,VH,L,L,H,VL,VL,VL,L,VL,VL,VL,VH,L,class_1
M,VL,M,VH,VH,VH,H,L,M,M,VL,VL,L,VL,H,VH,M,M,VH,M,L,class_0
H,VH,H,H,H,VH,VH,VH,H,M,M,L,VL,VL,VL,L,VH,M,M,L,H,class_0
L,M,M,L,VL,VL,L,VL,VL,VL,L,H,VH,VH,VH,VH,VH,H,H,M,H,class_2
M,VH,L,VL,VL,L,VL,L,L,M,H,M,H,L,H,VH,VH,VH,H,H,H,class_2
VH,VH,M,L,M,L,L,M,H,VH,VH,M,VH,M,M,H,M,L,L,VL,VH,class_2
L,M,VL,VL,L,L,VL,L,L,M,M,H,VH,VH,H,H,VH,VH,VH,VL,VL,class_2
L,VL,H,VH,VH,H,H,H,VH,M,L,L,L,L,VL,L,VL,VL,M,VL,VH,class_1
VL,VH,M,VH,H,VH,VH,M,H,L,VL,M,L,L,VL,H,M,L,M,VL,VH,class_0
VH,H,H,H,L,L,H,M,H,VH,VH,M,VH,L,L,H,VL,VL,M,L,VL,class_1
L,L,H,VL,L,VL,L,M,L,H,VH,VH,H,L,VH,VL,H,VH,H,H,M,class_2
H,VH,VH,H,H,M,VH,VH,L,L,VL,VL,L,VL,L,M,VL,H,L,H,L,class_0
H,VL,VH,L,L,M,VL,VL,VL,L,VL,M,VH,VH,VH,VH,H,VH,VH,H,VL,class_2
VH,M,M,VL,VL,VL,L,L,H,VH,VH,VH,H,M,H,L,M,VH,H,H,VL,class_2
VH,H,M,M,L,VH,H,VH,VH,VH,H,VL,L,L,M,VL,VL,VL,L,L,VL,class_1
H,VL,VL,VL,VL,VL,VL,VL,VL,L,L,L,M,VH,H,VH,VH,H,H,M,VH,class_2
VL,VL,L,M,VH,H,M,H,M,H,VH,H,M,VL,L,VL,M,M,H,M,VH,class_1
VL,M,VH,H,H,VH,VH,VH,H,M,M,VL,VL,L,VL,VL,L,VL,H,VL,L,class_0
L,H,M,M,VH,M,M,H,L,L,VL,VL,L,M,M,L,M,VL,H,VH,L,class_0
H,M,VH,M,H,M,H,H,VH,VH,M,VH,L,VH,L,M,VL,L,M,VH,L,class_1
L,VH,L,H,H,M,M,H,VH,M,M,VH,L,L,VL,VL,H,L,VL,VL,H,class_1
M,VL,M,VL,M,VL,L,L,VL,VL,M,M,H,VH,VH,VH,VH,VH,VH,VL,H,class_2
VL,VH,H,M,VH,VH,H,H,L,VL,VL,M,M,L,M,VH,L,H,VL,L,H,class_0
